id;gen;sp;ssp;en;rec;cnt;loc;lat;lng;alt;type;url;file;file-name;time;date;Scientifique_name;Species;Number_recording;Nb_with_others;Nb_with_loc;Nb_with_cnt;order;family;genus
469438;Serinus;serinus;;European Serin;Andres Angulo ;Germany;Göttingen,  Parkfriedhof Junkerberg cementery ;51.5796;9.9327;180;song;//xeno-canto.org/469438;https://xeno-canto.org/469438/download;XC469438-rc 13 Serinus serinus edited.mp3;09:00;14/04/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
467938;Serinus;serinus;;European Serin;Olivier SWIFT;France;Arboussols, Pyrénées-Orientales, Occitanie;42.6638;2.5001;600;song;//xeno-canto.org/467938;https://xeno-canto.org/467938/download;XC467938-SERSER_190406_4609_Marcevol66.mp3;08:00;06/04/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
467801;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Santiago (near  Tavira), Tavira, Faro;37.1538;-7.6735;10;male, song;//xeno-canto.org/467801;https://xeno-canto.org/467801/download;XC467801-190416-195000milheirinha.mp3;19:50;16/04/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
466079;Serinus;serinus;;European Serin;Xavier Riera;Spain;El Tarragonès (near  Vila-seca), Tarragona, Catalunya;41.098;1.1598;30;call, male;//xeno-canto.org/466079;https://xeno-canto.org/466079/download;XC466079-Serinus serinus.mp3;08:30;11/04/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
465797;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Santiago (near  Tavira), Tavira, Faro;37.1538;-7.6735;10;song;//xeno-canto.org/465797;https://xeno-canto.org/465797/download;XC465797-190404-185148milheirinha.mp3;18:51;04/04/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
465542;Serinus;serinus;;European Serin;maudoc;Italy;Avesa, Verona, Veneto;45.4708;10.9892;100;call, song;//xeno-canto.org/465542;https://xeno-canto.org/465542/download;XC465542-verzellino.mp3;07:00;07/04/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
465380;Serinus;serinus;;European Serin;Michał Jezierski;Poland;Railway near Sadowa, Leszno, wielkopolskie, Poland;51.8607;16.6011;100;song;//xeno-canto.org/465380;https://xeno-canto.org/465380/download;XC465380-Seser_song_1_hpf12db_2000Hz.mp3;10:00;03/04/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
465277;Serinus;serinus;;European Serin;Ireneusz Oleksik;Poland;Tychy Hetmańska (near  Tychy), Tychy, śląskie;50.1191;18.9721;260;song;//xeno-canto.org/465277;https://xeno-canto.org/465277/download;XC465277-kulczyk Żwaków.mp3;19:00;05/04/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
464335;Serinus;serinus;;European Serin;Jordi Calvet;Spain;Bellaguarda, Les Garrigues, Catalunya;41.3359;0.737;650;flight call;//xeno-canto.org/464335;https://xeno-canto.org/464335/download;XC464335-SERSER240319-T004_FLIGHT (2).mp3;08:30;24/03/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
463268;Serinus;serinus;;European Serin;Jorge Leitão;Portugal;Briteiros (Santo Estêvão), Guimarães, Braga;41.5118;-8.327;130;song;//xeno-canto.org/463268;https://xeno-canto.org/463268/download;XC463268-Serinus serinus_2019.03.23_19.30_01.mp3;19:30;23/03/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
463267;Serinus;serinus;;European Serin;Jorge Leitão;Portugal;Briteiros (Santo Estêvão), Guimarães, Braga;41.5118;-8.327;130;flight call;//xeno-canto.org/463267;https://xeno-canto.org/463267/download;XC463267-2019.03.23_19.29_01.mp3;19:29;23/03/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
463265;Serinus;serinus;;European Serin;Jorge Leitão;Portugal;Briteiros (Santo Estêvão), Guimarães, Braga;41.5118;-8.327;130;song;//xeno-canto.org/463265;https://xeno-canto.org/463265/download;XC463265-2019.03.23_19.27_01.mp3;19:27;23/03/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
461129;Serinus;serinus;;European Serin;Jorge Leitão;Portugal;Briteiros (Santo Estêvão), Guimarães, Braga;41.5118;-8.327;130;song;//xeno-canto.org/461129;https://xeno-canto.org/461129/download;XC461129-2019.03.10_15.26_01.mp3;15:26;10/03/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
460927;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Luz de Tavira (near  Santa Luzia), Tavira, Faro;37.0928;-7.683;10;song;//xeno-canto.org/460927;https://xeno-canto.org/460927/download;XC460927-190307-172715milheirinha.mp3;17:27;07/03/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
460926;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Luz de Tavira (near  Santa Luzia), Tavira, Faro;37.0928;-7.683;10;song;//xeno-canto.org/460926;https://xeno-canto.org/460926/download;XC460926-190307-172535milheirinha.mp3;17:25;07/03/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
460924;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Luz de Tavira (near  Santa Luzia), Tavira, Faro;37.0928;-7.683;10;song;//xeno-canto.org/460924;https://xeno-canto.org/460924/download;XC460924-190307-172429milheirinha.mp3;17:24;07/03/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
458431;Serinus;serinus;;European Serin;João Tomás;Portugal;Almofala, Figueira de Castelo Rodrigo, Guarda;40.8596;-6.8821;650;call;//xeno-canto.org/458431;https://xeno-canto.org/458431/download;XC458431-Serinus serinus_call_23_02_19_Alb Sta Mª Aguiar (online-audio-converter.com).mp3;10:00;23/02/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
456615;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Santiago (near  Tavira), Tavira, Faro;37.1538;-7.6735;10;song;//xeno-canto.org/456615;https://xeno-canto.org/456615/download;XC456615-190207-174240milheirinha.mp3;17:04;07/02/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
455381;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Vila Nova de Cacela (near  Tavira), Vila Real de Santo António, Faro;37.1485;-7.5699;0;call, song;//xeno-canto.org/455381;https://xeno-canto.org/455381/download;XC455381-190204-173715milheirinha.mp3;17:37;04/02/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
455380;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Vila Nova de Cacela (near  Tavira), Vila Real de Santo António, Faro;37.1485;-7.5699;0;call, song;//xeno-canto.org/455380;https://xeno-canto.org/455380/download;XC455380-190204-173106milheirinhachapim.mp3;17:31;04/02/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
455378;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Vila Nova de Cacela (near  Tavira), Vila Real de Santo António, Faro;37.1485;-7.5699;0;call, song;//xeno-canto.org/455378;https://xeno-canto.org/455378/download;XC455378-190204-171800milheirinha.mp3;17:18;04/02/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
455376;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Vila Nova de Cacela (near  Tavira), Vila Real de Santo António, Faro;37.1485;-7.5699;0;song;//xeno-canto.org/455376;https://xeno-canto.org/455376/download;XC455376-190204-171516milheirinha.mp3;17:15;04/02/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
454157;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Luz de Tavira (near  Santa Luzia), Tavira, Faro;37.0928;-7.683;10;song;//xeno-canto.org/454157;https://xeno-canto.org/454157/download;XC454157-20190116_114357milheirinha.mp3;11:43;16/01/2019;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
450963;Serinus;serinus;;European Serin;Sieds Rienks;Poland;Biebzra - Taraskowo;53.208;22.2643;120;song;//xeno-canto.org/450963;https://xeno-canto.org/450963/download;XC450963-europese kanarie n Taroskowa 16-5-2002 C058.mp3;07:30;16/05/2002;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
447790;Serinus;serinus;;European Serin;brickegickel;Germany;Karlsruhe (near  Eggenstein-Leopoldshafen), Karlsruhe, Baden-Württemberg;49.0834;8.3872;110;call;//xeno-canto.org/447790;https://xeno-canto.org/447790/download;XC447790-181225_01_01_30m.mp3;16:30;25/12/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
442824;Serinus;serinus;;European Serin;Charlie Bodin;France;Saint-Martin-de-Crau, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur;43.5757;4.8779;20;call;//xeno-canto.org/442824;https://xeno-canto.org/442824/download;XC442824-Serin cini chant.mp3;15:00;19/11/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
431726;Serinus;serinus;;European Serin;Vincent Pourchaire;France;Auroux, Lozère, Occitanie;44.7653;3.6981;1100;song;//xeno-canto.org/431726;https://xeno-canto.org/431726/download;XC431726-Serin Cini.mp3;08:30;16/07/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
430246;Serinus;serinus;;European Serin;Antonio Xeira;Portugal;Barragem do Roxo, Beja;37.9081;-8.0376;150;song;//xeno-canto.org/430246;https://xeno-canto.org/430246/download;XC430246-180702_1436 0800 Barr Roxo_serin SNS.mp3;08:00;02/07/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
423864;Serinus;serinus;;European Serin;Stanislas Wroza;Spain;Tudela (near  Ablitas), Navarra, Navarra;41.9457;-1.591;380;call, flight call;//xeno-canto.org/423864;https://xeno-canto.org/423864/download;XC423864-Serin cini cri de vol type Bergeronnette grise +.mp3;07:00;03/07/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
423475;Serinus;serinus;;European Serin;Nelson Conceição;Portugal;Luz de Tavira (near  Santa Luzia), Tavira, Faro;37.0928;-7.683;10;male, song;//xeno-canto.org/423475;https://xeno-canto.org/423475/download;XC423475-20180702_153052milheirinhaxeno.mp3;15:30;02/07/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
422727;Serinus;serinus;;European Serin;Jorge Leitão;Portugal;Margem do Rio Minho, Vila Nova de Cerveira, Viana do Castelo;41.957;-8.7464;20;song;//xeno-canto.org/422727;https://xeno-canto.org/422727/download;XC422727-Serinus serinus_song_2018.06.23_05.44_01.mp3;05:44;23/06/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
420598;Serinus;serinus;;European Serin;Francesco Sottile;Italy;Marone, Provincia di Brescia, Lombardia;45.7654;10.0719;200;begging call, juvenile;//xeno-canto.org/420598;https://xeno-canto.org/420598/download;XC420598-Verzellini juv e ad_0711.mp3;07:11;15/06/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
419193;Serinus;serinus;;European Serin;Joost van Bruggen;Netherlands;Breskens, Sluis, Zeeland;51.4057;3.5285;10;flight call;//xeno-canto.org/419193;https://xeno-canto.org/419193/download;XC419193-Europese Kanarie, 2, flight call, Breskens, 120518, 0940 uur.mp3;09:40;12/05/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
416648;Serinus;serinus;;European Serin;Peter Boesman;Portugal;Arcos, Estremoz, Évora;38.8265;-7.4849;420;song;//xeno-canto.org/416648;https://xeno-canto.org/416648/download;XC416648-LS109099 Serin song A.mp3;06:00;05/05/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
416643;Serinus;serinus;;European Serin;Peter Boesman;Portugal;Terrugem, Vila Viçosa, Portalegre;38.8105;-7.3287;300;song;//xeno-canto.org/416643;https://xeno-canto.org/416643/download;XC416643-LS109094 Serin song A.mp3;17:00;04/05/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
416605;Serinus;serinus;;European Serin;Peter Boesman;Portugal;Santa Maria do Castelo (near  Alcácer do Sal), Alcácer do Sal, Setúbal;38.4576;-8.6203;10;song;//xeno-canto.org/416605;https://xeno-canto.org/416605/download;XC416605-LS109009 Serin song A.mp3;12:00;03/05/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
416597;Serinus;serinus;;European Serin;Peter Boesman;Portugal;Santa Maria do Castelo (near  Alcácer do Sal), Alcácer do Sal, Setúbal;38.4576;-8.6203;10;call;//xeno-canto.org/416597;https://xeno-canto.org/416597/download;XC416597-LS108996 Serin call two types A.mp3;10:30;03/05/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
412717;Serinus;serinus;;European Serin;Stanislas Wroza;France;Vauvert, Gard, Languedoc-Roussillon;43.6073;4.2865;0;song, song in flight;//xeno-canto.org/412717;https://xeno-canto.org/412717/download;XC412717-serin cini chant en vol PAS.mp3;16:00;22/04/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
411033;Serinus;serinus;;European Serin;Jerome Fischer;Spain;S´Albufera, Mallorca;39.799;3.107;0;song;//xeno-canto.org/411033;https://xeno-canto.org/411033/download;XC411033-Serin.mp3;10:00;06/04/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
401652;Serinus;serinus;;European Serin;Dimitri;Italy;Sentina Natural Regional Reserve, San Benedetto del Tronto, AP;42.9037;13.9077;0;call, song;//xeno-canto.org/401652;https://xeno-canto.org/401652/download;XC401652-verzellini_DR0000_2529.mp3;12:00;28/01/2018;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
397142;Serinus;serinus;;European Serin;Ruud van Beusekom;Greece;Lesbos Prefecture (near  Achladeri), North Aegean, Egeo;39.1541;26.2771;10;song;//xeno-canto.org/397142;https://xeno-canto.org/397142/download;XC397142-EuropeseKanarie_zang_AkladeriForest160530_0139.mp3;11:00;30/05/2016;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
392006;Serinus;serinus;;European Serin;Louis A. Hansen;Denmark;Gedser, Kroghage;54.577;11.9226;2;call;//xeno-canto.org/392006;https://xeno-canto.org/392006/download;XC392006-B09h46m33s04nov2017_Serin_call_Audacity_cutPartsOut_VolUp_HighPass.mp3;09:46;04/11/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
390816;Serinus;serinus;;European Serin;Thomas Lüthi;Switzerland;Gänsbrunnen, Thal District, Canton of Solothurn;47.2527;7.4364;950;flight call;//xeno-canto.org/390816;https://xeno-canto.org/390816/download;XC390816-Girlitz_20171020_0846_Gänsbrunnen_599890_233550_flightcall.mp3;08:46;20/10/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
379625;Serinus;serinus;;European Serin;Dries Van de Loock;Spain;Monfragüe (near  Serradilla), Cáceres, Extremadura;39.8458;-6.0465;240;flight call;//xeno-canto.org/379625;https://xeno-canto.org/379625/download;XC379625-European Serin (flight call) 20170502,ParqueMonfrague,Extremadura,SPAIN.mp3;09:00;02/05/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
379606;Serinus;serinus;;European Serin;Dries Van de Loock;Spain;El Barco de Ávila - Piedrahíta (Alto Tormes y Valle del Corneja) (near  Hoyos del Espino), Ávila, Castilla y León;40.3406;-5.1746;1400;song;//xeno-canto.org/379606;https://xeno-canto.org/379606/download;XC379606-European Serin (song) 20170430,HoyosDelEspino,SierraGredos,SPAIN.mp3;11:00;30/04/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
379507;Serinus;serinus;;European Serin;Frank A. Roos;Netherlands;Panneland, Vogelenzang, Noord-Holland;52.3312;4.5648;20;song;//xeno-canto.org/379507;https://xeno-canto.org/379507/download;XC379507-europese_kanarie_awd1.mp3;13:45;18/05/2012;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
378248;Serinus;serinus;;European Serin;Eetu Paljakka;Italy;Rivoltella, Desenzano del Garda, Lombardia;45.4604;10.5649;80;male, song;//xeno-canto.org/378248;https://xeno-canto.org/378248/download;XC378248-170629_serser_rivoltella1102.mp3;11:02;29/06/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
378247;Serinus;serinus;;European Serin;Eetu Paljakka;Italy;Rivoltella, Desenzano del Garda, Lombardia;45.4604;10.5649;80;male, song;//xeno-canto.org/378247;https://xeno-canto.org/378247/download;XC378247-170626_serser_rivoltella_0734.mp3;07:34;26/06/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
375301;Serinus;serinus;;European Serin;Beatrix Saadi-Varchmin;Italy;Eppan, Bozen, Trentino-Alto Adige;46.4581;11.2468;550;song;//xeno-canto.org/375301;https://xeno-canto.org/375301/download;XC375301-GIRLITZ  23. ‎Mai ‎2013  Eppan  ‏‎05_19   LS102982 gült..mp3;05:19;23/05/2013;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
375298;Serinus;serinus;;European Serin;Beatrix Saadi-Varchmin;Italy;Eppan, Bozen, Trentino-Alto Adige;46.4582;11.2475;550;call, song;//xeno-canto.org/375298;https://xeno-canto.org/375298/download;XC375298-GIRLTZ  ‎4.06.‎2017  Eppan  ‏‎05_53  VOC_170604-5353  gült..mp3;05:53;04/06/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
374796;Serinus;serinus;;European Serin;Manuel Grosselet;France;Prieuré de Marcevol, Arboussols, Pyrénées-Orientales, Occitanie;42.6623;2.5012;550;song;//xeno-canto.org/374796;https://xeno-canto.org/374796/download;XC374796-Serin cini song Marcevol Seen may 26.mp3;07:30;26/05/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
374795;Serinus;serinus;;European Serin;Manuel Grosselet;France;Prieuré de Marcevol, Arboussols, Pyrénées-Orientales, Occitanie;42.6623;2.5012;550;song;//xeno-canto.org/374795;https://xeno-canto.org/374795/download;XC374795-Serin cini song Marcevol PO seen male B.mp3;07:30;26/05/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
374794;Serinus;serinus;;European Serin;Manuel Grosselet;France;Prieuré de Marcevol, Arboussols, Pyrénées-Orientales, Occitanie;42.6623;2.5012;550;song;//xeno-canto.org/374794;https://xeno-canto.org/374794/download;XC374794-Serin cini song A marcevol PO may 31 .mp3;07:30;31/05/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
374643;Serinus;serinus;;European Serin;Antonio Xeira;Germany;Mammendorf, Oberbayern, Bayern;48.2085;11.1489;550;song;//xeno-canto.org/374643;https://xeno-canto.org/374643/download;XC374643-170609_1039 0900 Mammendorf Serin.MP3;09:00;09/06/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
373863;Serinus;serinus;;European Serin;Manuel Grosselet;France;F44 - LA-CHAPELLE-SUR-ERDRE, center;47.301;-1.556;30;song;//xeno-canto.org/373863;https://xeno-canto.org/373863/download;XC373863-Serinus serinus B la chapelle sur erdre not seen.mp3;06:30;05/06/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
372562;Serinus;serinus;;European Serin;Stanislas Wroza;France;Vauvert, Gard, Occitanie;43.6399;4.292;0;alarm call, various faint calls;//xeno-canto.org/372562;https://xeno-canto.org/372562/download;XC372562-serin cini divers cris.mp3;14:00;23/04/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
370009;Serinus;serinus;;European Serin;Bram Piot;Morocco;Route d'Oukaimeden, Al Haouz;31.2499;-7.8149;1700;call, song;//xeno-canto.org/370009;https://xeno-canto.org/370009/download;XC370009-EuropeanSerin_Oukaimeden_170512_2187_edited.mp3;08:00;12/05/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
368766;Serinus;serinus;;European Serin;Jordi Calvet;Spain;Bellaguarda, Les Solanes, Les Garrigues, Catalunya;41.329;0.743;650;call, song;//xeno-canto.org/368766;https://xeno-canto.org/368766/download;XC368766-SERSER160417-T007_CALL.mp3;09:00;16/04/2017;Serinus serinus;Serin cini;307;1858;307.0;307.0;Passeriformes;Fringillidae;Serinus
